,event_id,person1_id,person2_id,person1_span_text,person2_span_text,extracted_name1,extracted_name2,person1_role,person2_role,ratio_score,diocese_id,diocese_name,type_labels,date,confidence,combined_score,name_frequency,likelihood
9937,https://g17.dhi-roma.it/resources/event_18713,https://g17.dhi-roma.it/raw/element_229929,https://g17.dhi-roma.it/raw/element_229921,Michaelis Pereira,Emanuel Pereira,Pereira,Pereira,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_125,Bracharensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1622-04-05,0.5,0.5,509,significant
13096,https://g17.dhi-roma.it/resources/event_10619,https://g17.dhi-roma.it/raw/element_151877,https://g17.dhi-roma.it/raw/element_151882,Ludovicus Du Hamel,Ludovici de Hamel,Hamel,Hamel,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_94,Baiocensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-03-27,0.5,0.5,236,significant
549,https://g17.dhi-roma.it/resources/event_6971,https://g17.dhi-roma.it/raw/element_106063,https://g17.dhi-roma.it/raw/element_106057,Caroli Fran.ci Sormani,Ippolitus Sormani,Sormani,Sormani,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_369,Mediolanensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,chapel and chaplaincy,Liturgical office,Parish Church,Church institutions",1678-06-02,0.5,0.5,301,significant
9538,https://g17.dhi-roma.it/resources/event_15437,https://g17.dhi-roma.it/raw/element_197134,https://g17.dhi-roma.it/raw/element_197129,Petri predictus,Joannes predictus,Predictus,Predictus,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_487,Remensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1678-07-01,0.5,0.5,1104,significant
4522,https://g17.dhi-roma.it/resources/event_16595,https://g17.dhi-roma.it/raw/element_207903,https://g17.dhi-roma.it/raw/element_207896,Jacobi de Loche,Monetrus de Loche,Loche,Loche,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_276,Gebennensis,"Placing a commenda,act of grace,apostolic provision,papal grace,Administrative reason,cession,Order of Cluny,Orders of the monastic tradition,rectorship of a prior,Office in a monastery",1622-09-24,0.5,0.5,287,significant
8646,https://g17.dhi-roma.it/resources/event_8204,https://g17.dhi-roma.it/raw/element_116593,https://g17.dhi-roma.it/raw/element_116584,Nicolai et du Pire,Robertus du Pire,Pire,Pire,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_547,Suessionensis,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1677-10-16,0.5,0.5,361,significant
313,https://g17.dhi-roma.it/resources/event_6435,https://g17.dhi-roma.it/raw/element_99923,https://g17.dhi-roma.it/raw/element_99910,Andrea de Scorano,Hector de Scorano,Scorano,Scorano,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_450,Pennensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Without care of souls",1622-07-18,0.5,0.5,326,significant
8607,https://g17.dhi-roma.it/resources/event_19868,https://g17.dhi-roma.it/raw/element_241206,https://g17.dhi-roma.it/raw/element_241217,Andreas de Comitibus,Bernardi de Comitibus,Comitibus,Comitibus,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_565,Tiburtina,"act of grace,apostolic provision,papal grace,Public resignation,Without care of souls",1622-10-27,0.5,0.5,182,significant
178,https://g17.dhi-roma.it/resources/event_6433,https://g17.dhi-roma.it/raw/element_99910,https://g17.dhi-roma.it/raw/element_99923,Hector de Scorano,Andrea de Scorano,Scorano,Scorano,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_450,Pennensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Without care of souls",1622-07-18,0.5,0.5,326,significant
8593,https://g17.dhi-roma.it/resources/event_17735,https://g17.dhi-roma.it/raw/element_221593,https://g17.dhi-roma.it/raw/element_221581,Francisci Nollen,Franciscus Nollen,Nollen,Nollen,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_104,Bellovacensis,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1678-08-09,0.5,0.5,178,significant
2702,https://g17.dhi-roma.it/resources/event_22786,https://g17.dhi-roma.it/raw/element_268472,https://g17.dhi-roma.it/raw/element_268465,Simonis Campana,Joannes Pezzini Campana,Campana,Campana,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_37,Aleriensis,"act of grace,apostolic provision,papal grace,Public resignation",1622-05-01,0.5,0.5,316,significant
3462,https://g17.dhi-roma.it/resources/event_6431,https://g17.dhi-roma.it/raw/element_99910,https://g17.dhi-roma.it/raw/element_99923,Hector de Scorano,Andrea de Scorano,Scorano,Scorano,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_450,Pennensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Without care of souls,Office in a monastery,Head of an abbey",1622-07-18,0.5,0.5,326,significant
6654,https://g17.dhi-roma.it/resources/event_2317,https://g17.dhi-roma.it/raw/element_44221,https://g17.dhi-roma.it/raw/element_41041,Paulus Bouyn,Paulus Bouyn,Bouyn,Bouyn,current possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_323,Lectoriensis,"act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery,Priory,Monastic institutions",1677-10-08,0.5,0.5,261,significant
9283,https://g17.dhi-roma.it/resources/event_19035,https://g17.dhi-roma.it/raw/element_232709,https://g17.dhi-roma.it/raw/element_232717,Marcus Antonius de Blasiis,Jacobi de Blasiis,Blasiis,Blasiis,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_96,Balneoregien,"act of grace,apostolic provision,papal grace,Public resignation,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1622-05-19,0.5,0.5,269,significant
4079,https://g17.dhi-roma.it/resources/event_22405,https://g17.dhi-roma.it/raw/element_266059,https://g17.dhi-roma.it/raw/element_266065,Joes Mendez Coelho,Antonii et Mendez Coelho,Coelho,Coelho,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_279,Giennensis,"act of grace,apostolic provision,papal grace,Assignment,Archpriest,Liturgical office,Church institutions,Collegiate church",1677-12-10,0.5,0.5,143,significant
2480,https://g17.dhi-roma.it/resources/event_873,https://g17.dhi-roma.it/raw/element_32919,https://g17.dhi-roma.it/raw/element_32926,Joannes Antonius Strancie,Salvatoris Strancie,Strancie,Strancie,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_91,Avellinensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Primicerius,Church institutions,Collegiate church",1622-11-24,0.5,0.5,269,significant
3290,https://g17.dhi-roma.it/resources/event_14328,https://g17.dhi-roma.it/raw/element_190872,https://g17.dhi-roma.it/raw/element_190867,Francisci de Chesne,Joannes du Chesne,Chesne,Chesne,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_160,Carnotensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office",1678-06-10,0.5,0.5,217,significant
9783,https://g17.dhi-roma.it/resources/event_16294,https://g17.dhi-roma.it/raw/element_204639,https://g17.dhi-roma.it/raw/element_204633,Iacobi Morel,Iacobus Morel,Morel,Morel,current possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_709,Noviomensis,"act of grace,apostolic provision,papal grace,Cancellation of a pension,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1622-03-15,0.5,0.5,485,significant
13244,https://g17.dhi-roma.it/resources/event_6434,https://g17.dhi-roma.it/raw/element_99923,https://g17.dhi-roma.it/raw/element_99910,Andrea de Scorano,Hector de Scorano,Scorano,Scorano,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_450,Pennensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Without care of souls",1622-07-18,0.5,0.5,326,significant
13996,https://g17.dhi-roma.it/resources/event_7411,https://g17.dhi-roma.it/raw/element_111043,https://g17.dhi-roma.it/raw/element_111032,Ord. loci et Perez,Didacus Perez,Perez,Perez,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_345,Lucensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,chapel and chaplaincy,Liturgical office,Parish Church,Church institutions",1678-09-07,0.5,0.5,463,significant
6262,https://g17.dhi-roma.it/resources/event_23878,https://g17.dhi-roma.it/raw/element_276876,https://g17.dhi-roma.it/raw/element_276870,Thomae de Arinis,Michael de Arinis,Arinis,Arinis,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_586,Tudensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1623-01-09,0.5,0.5,1322,significant
6621,https://g17.dhi-roma.it/resources/event_9082,https://g17.dhi-roma.it/raw/element_125933,https://g17.dhi-roma.it/raw/element_125925,Stephani Claudii Laborie,Jacobus Paulus Laborie,Laborie,Laborie,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_26,Agennensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,rectorship of a prior,Office in a monastery",1677-12-18,0.5,0.5,335,significant
5218,https://g17.dhi-roma.it/resources/event_16326,https://g17.dhi-roma.it/raw/element_204980,https://g17.dhi-roma.it/raw/element_204984,Ioannes Iarrener,Hugonis Iarrener,Iarrener,Iarrener,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_336,Lingonensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend",1622-04-12,0.5,0.5,152,significant
10508,https://g17.dhi-roma.it/resources/event_20725,https://g17.dhi-roma.it/raw/element_250008,https://g17.dhi-roma.it/raw/element_250001,Jacobi de Argentis,Andreas de Argentis,Argentis,Argentis,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_350,Lunensarzanen,"act of grace,apostolic provision,papal grace,Public resignation,Parish Church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1678-02-04,0.5,0.5,668,significant
5083,https://g17.dhi-roma.it/resources/event_9191,https://g17.dhi-roma.it/raw/element_126894,https://g17.dhi-roma.it/raw/element_126887,Michaelis ex Gaussen seu Gausses,Michael Gaussen seu Gausses,Gausses,Gausses,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_133,Burdegalensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1678-01-08,0.5,0.5,229,significant
3297,https://g17.dhi-roma.it/resources/event_21316,https://g17.dhi-roma.it/raw/element_254820,https://g17.dhi-roma.it/raw/element_254815,Sanctini de Fredianis,Paulus Antonius de Fredianis,Fredianis,Fredianis,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_344,Lucana,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1678-03-12,0.5,0.5,316,significant
11804,https://g17.dhi-roma.it/resources/event_21256,https://g17.dhi-roma.it/raw/element_254244,https://g17.dhi-roma.it/raw/element_254252,Joannes Villar,Jois Gregorii et Villar,Villar,Villar,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_140,Caesaraugustana,"act of grace,apostolic provision,papal grace,Public resignation,Parish Church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1678-02-19,0.5,0.5,401,significant
6274,https://g17.dhi-roma.it/resources/event_8506,https://g17.dhi-roma.it/raw/element_120070,https://g17.dhi-roma.it/raw/element_120078,Rochus da Fonsequa,Rochus da Fonsequa,Fonsequa,Fonsequa,providee,current possessor,1.0,https://g17.dhi-roma.it/resources/institution_593,Ulixboniensis,"act of grace,apostolic provision,papal grace,Reservation of a pension,Parish Church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1622-04-07,0.5,0.5,64,significant
2508,https://g17.dhi-roma.it/resources/event_5213,https://g17.dhi-roma.it/raw/element_85451,https://g17.dhi-roma.it/raw/element_85459,Petrus Fernandez de Pinedo,Iosephi de Pinedo,Pinedo,Pinedo,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_134,Burgensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Administrative office,Undefined administrative office,Holder of a portion,Parish Church,Church institutions,Holder of an undefined benefice,Holder of a benefice",1622-02-14,0.5,0.5,187,significant
8610,https://g17.dhi-roma.it/resources/event_2235,https://g17.dhi-roma.it/raw/element_19552,https://g17.dhi-roma.it/raw/element_41086,Andreas Sanchez de Villamayor,Andreas Sanchez de Villamayor,Villamayor,Villamayor,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_305,Ispalensis,"act of grace,apostolic provision,papal grace,Public resignation,Parish Church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1678-06-01,0.5,0.5,108,significant
14028,https://g17.dhi-roma.it/resources/event_15675,https://g17.dhi-roma.it/raw/element_198644,https://g17.dhi-roma.it/raw/element_198650,Joes Bordel,Francisci Josephi Bordel,Bordel,Bordel,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_1141,cenomanensis seu carnotensis,"act of grace,apostolic provision,papal grace,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1678-07-16,0.5,0.5,309,significant
6338,https://g17.dhi-roma.it/resources/event_1671,https://g17.dhi-roma.it/raw/element_40611,https://g17.dhi-roma.it/raw/element_40610,Antonius Dargendeix,Michaelis ets Dargendeix,Dargendeix,Dargendeix,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,"act of grace,apostolic provision,papal grace,rectorship in a parish church,Liturgical office,Parish Church,Church institutions",1677-10-08,0.5,0.5,46,significant
2056,https://g17.dhi-roma.it/resources/event_19049,https://g17.dhi-roma.it/raw/element_232872,https://g17.dhi-roma.it/raw/element_232878,Alexander de Magnionibus,Joannis Baptistae de Magnionibus,Magnionibus,Magnionibus,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_423,Nucerina,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1622-05-23,0.5,0.5,439,significant
4506,https://g17.dhi-roma.it/resources/event_25151,https://g17.dhi-roma.it/raw/element_291789,https://g17.dhi-roma.it/raw/element_291777,Bernardini Zampa,Attilius Zampa,Zampa,Zampa,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_149,Camerinensis,"act of grace,apostolic provision,papal grace,Public resignation,chapel and chaplaincy,Liturgical office,church,Church institutions",1622-09-15,0.5,0.5,109,significant
223,https://g17.dhi-roma.it/resources/event_19037,https://g17.dhi-roma.it/raw/element_232739,https://g17.dhi-roma.it/raw/element_232733,Joannis Vanden Roje,Matheus Vanden Roje,Roje,Roje,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1622-05-19,0.5,0.5,168,significant
713,https://g17.dhi-roma.it/resources/event_3851,https://g17.dhi-roma.it/raw/element_68998,https://g17.dhi-roma.it/raw/element_69006,Michaelis Masdera,Honofrius Masdera,Masdera,Masdera,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_99,Barchinonensis,"RESIGNATION,act of grace,apostolic provision,papal grace,Administrative office,Undefined administrative office,Holder of a benefice in a church,Holder of a benefice",1622-05-01,0.5,0.5,333,significant
10962,https://g17.dhi-roma.it/resources/event_23738,https://g17.dhi-roma.it/raw/element_275806,https://g17.dhi-roma.it/raw/element_275815,Joannes Angelius de Gasparis,Julii de Gasparis,Gasparis,Gasparis,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_624,Verulana,"act of grace,apostolic provision,papal grace,Public resignation,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a clerical benefice,Holder of a benefice",1622-05-30,0.5,0.5,185,significant
10017,https://g17.dhi-roma.it/resources/event_673,https://g17.dhi-roma.it/raw/element_22289,https://g17.dhi-roma.it/raw/element_21738,Antonius Malabarba,Joannis Malabarba,Malabarba,Malabarba,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_694,Patavina,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a clerical benefice,Holder of a benefice",1622-09-28,0.5,0.5,103,significant
2524,https://g17.dhi-roma.it/resources/event_18723,https://g17.dhi-roma.it/raw/element_230063,https://g17.dhi-roma.it/raw/element_230055,Petri ex Petriz,Dominicus Petriz,Petriz,Petriz,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_1183,jacensis seu nullius provinciae cesaraugustanae,"act of grace,apostolic provision,papal grace,Public resignation,Parish Church,Church institutions",1622-04-07,0.5,0.5,373,significant
4508,https://g17.dhi-roma.it/resources/event_19751,https://g17.dhi-roma.it/raw/element_239990,https://g17.dhi-roma.it/raw/element_239985,Antonii Rodriguez Barbosa,Ludovicus Barbosa,Barbosa,Barbosa,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_244,Egitaniensis,"act of grace,apostolic provision,papal grace,Public resignation,chapel and chaplaincy,Liturgical office,Parish Church,Church institutions",1622-09-28,0.5,0.5,364,significant
10910,https://g17.dhi-roma.it/resources/event_19229,https://g17.dhi-roma.it/raw/element_234740,https://g17.dhi-roma.it/raw/element_234733,Hieronimi de Vegis,Bartholomeus de Vegis,Vegis,Vegis,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_108,Bergomensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1622-06-27,0.5,0.5,225,significant
78,https://g17.dhi-roma.it/resources/event_4222,https://g17.dhi-roma.it/raw/element_74838,https://g17.dhi-roma.it/raw/element_74831,Emanuelis Reiiman Senioris,Emanuel Reiiman,Reiiman,Reiiman,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_313,Lamacensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office,Office in a monastery,Head of an abbey",1623-01-28,0.5,0.5,91,significant
2009,https://g17.dhi-roma.it/resources/event_6114,https://g17.dhi-roma.it/raw/element_96373,https://g17.dhi-roma.it/raw/element_96367,Michaelis de Vargas,Ioannes de Vargas,Vargas,Vargas,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_204,Conchensis,"deceased in Rome,act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,church,Church institutions",1622-07-03,0.5,0.5,282,significant
12842,https://g17.dhi-roma.it/resources/event_3254,https://g17.dhi-roma.it/raw/element_60380,https://g17.dhi-roma.it/raw/element_60387,Franciscus Aloysius Ruffi,Joannis Laurentii Ruffi,Ruffi,Ruffi,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_261,Firmana,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1677-11-10,0.5,0.5,71,significant
7938,https://g17.dhi-roma.it/resources/event_8646,https://g17.dhi-roma.it/raw/element_121716,https://g17.dhi-roma.it/raw/element_121721,Lucas Bugy,Petri Bugy,Bugy,Bugy,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_85,Aurelianensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1677-12-02,0.5,0.5,72,significant
12841,https://g17.dhi-roma.it/resources/event_19224,https://g17.dhi-roma.it/raw/element_234701,https://g17.dhi-roma.it/raw/element_234696,Ioannis Zapata,Sebastianus Zapata,Zapata,Zapata,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_345,Lucensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1622-06-25,0.5,0.5,150,significant
702,https://g17.dhi-roma.it/resources/event_19329,https://g17.dhi-roma.it/raw/element_235701,https://g17.dhi-roma.it/raw/element_235709,Barnabas de Ladredo,Ioannis et de Ladredo,Ladredo,Ladredo,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_435,Ovetensis,"act of grace,apostolic provision,papal grace,Public resignation,Parish Church,Church institutions",1622-07-13,0.5,0.5,172,significant
764,https://g17.dhi-roma.it/resources/event_2934,https://g17.dhi-roma.it/raw/element_54729,https://g17.dhi-roma.it/raw/element_54721,Magistri Stephanis Rosis,Mutius de Rosis,Rosis,Rosis,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_318,Laudensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Parish Church,Church institutions,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",1622-02-26,0.5,0.5,665,significant
12196,https://g17.dhi-roma.it/resources/event_8429,https://g17.dhi-roma.it/raw/element_119165,https://g17.dhi-roma.it/raw/element_119160,Joannis de La Morhe,Philibertus de La Morhe,Morhe,Morhe,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_81,Aturensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",1677-11-13,0.5,0.5,317,significant
12127,https://g17.dhi-roma.it/resources/event_7726,https://g17.dhi-roma.it/raw/element_75796,https://g17.dhi-roma.it/raw/element_75801,Bernadinus de Sassolis,Francisci de Sassolis,Sassolis,Sassolis,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_719,Imolensis,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,chapel and chaplaincy,Liturgical office,Parish Church,Church institutions",1622-05-04,0.5,0.5,972,significant
14002,https://g17.dhi-roma.it/resources/event_22900,https://g17.dhi-roma.it/raw/element_269161,https://g17.dhi-roma.it/raw/element_269155,Cesaris Philippi de Stagnanis,Philippus Vincentii Philippi de Stagnanis,Stagnanis,Stagnanis,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_262,Florentina,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1622-05-18,0.5,0.5,252,significant
13185,https://g17.dhi-roma.it/resources/event_19690,https://g17.dhi-roma.it/raw/element_239415,https://g17.dhi-roma.it/raw/element_239422,Joannes Iacobus Bonnettus,Joannis Baptistae Bonnettus,Bonnettus,Bonnettus,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_129,Brixiensis,"act of grace,apostolic provision,papal grace,Public resignation,Archpriest,Liturgical office,Church institutions,Parish and collegiate church,church",1622-09-30,0.5,0.5,231,significant
4114,https://g17.dhi-roma.it/resources/event_9193,https://g17.dhi-roma.it/raw/element_126918,https://g17.dhi-roma.it/raw/element_126911,Emanuelis Philberti de Bellenox,Carolus de Bellenox,Bellenox,Bellenox,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_160,Carnotensis,"Placing a commenda,act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery,Order of Saint Benedict,Orders of the monastic tradition",1678-01-08,0.5,0.5,101,significant
14254,https://g17.dhi-roma.it/resources/event_17737,https://g17.dhi-roma.it/raw/element_221593,https://g17.dhi-roma.it/raw/element_221581,Francisci Nollen,Franciscus Nollen,Nollen,Nollen,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_85,Aurelianensis,"act of grace,apostolic provision,papal grace,chapel and chaplaincy,Liturgical office",1678-08-09,0.5,0.5,178,significant
7952,https://g17.dhi-roma.it/resources/event_17456,https://g17.dhi-roma.it/raw/element_218789,https://g17.dhi-roma.it/raw/element_218772,Bernardi Ducasse,Franciscus Ducasse,Ducasse,Ducasse,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_521,Sarlatensis,"Placing a commenda,Simony,Sanction,act of grace,apostolic provision,papal grace,rectorship of a prior,Office in a monastery",1678-06-26,0.5,0.5,207,significant
10914,https://g17.dhi-roma.it/resources/event_16632,https://g17.dhi-roma.it/raw/element_208301,https://g17.dhi-roma.it/raw/element_208305,Claudius Lucan,Antonii Lucan,Lucan,Lucan,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_276,Gebennensis,"Exchange,Administrative reason,act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1622-10-31,0.5,0.5,236,significant
7715,https://g17.dhi-roma.it/resources/event_25150,https://g17.dhi-roma.it/raw/element_291777,https://g17.dhi-roma.it/raw/element_291789,Attilius Zampa,Bernardini Zampa,Zampa,Zampa,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_149,Camerinensis,"act of grace,apostolic provision,papal grace,Public resignation",1622-09-15,0.5,0.5,109,significant
5047,https://g17.dhi-roma.it/resources/event_20404,https://g17.dhi-roma.it/raw/element_247381,https://g17.dhi-roma.it/raw/element_247387,Melchior Regillo de Torres,Francisci de Torres,Torres,Torres,providee,current possessor,1.0,https://g17.dhi-roma.it/resources/institution_569,Toletana,"act of grace,apostolic provision,papal grace,Reservation of a pension,rectorship in a parish church,Liturgical office",1622-03-01,0.5,0.5,323,significant
5683,https://g17.dhi-roma.it/resources/event_19667,https://g17.dhi-roma.it/raw/element_239176,https://g17.dhi-roma.it/raw/element_239182,Michael Goncalez,Petri Goncalez,Goncalez,Goncalez,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_78,Astoricensis,"act of grace,apostolic provision,papal grace,Public resignation,rectorship in a parish church,Liturgical office",1622-09-30,0.5,0.5,115,significant
5755,https://g17.dhi-roma.it/resources/event_20056,https://g17.dhi-roma.it/raw/element_243743,https://g17.dhi-roma.it/raw/element_243750,Dominicus de Zambrellis,Francisci Marie de Zambrellis,Zambrellis,Zambrellis,providee,former possessor,1.0,https://g17.dhi-roma.it/resources/institution_446,Parmensis,"act of grace,apostolic provision,papal grace,Public resignation,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",1622-12-05,0.5,0.5,218,significant
3123,https://g17.dhi-roma.it/resources/event_6130,https://g17.dhi-roma.it/raw/element_96556,https://g17.dhi-roma.it/raw/element_96547,Ioannis Da Saxaville,Carolus Danid Saxaville,Saxaville,Saxaville,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_262,Florentina,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,Church institutions,Collegiate church,Administrative office,Undefined administrative office,Holder of a benefice in a church,Holder of a benefice",1622-07-28,0.5,0.5,144,significant
8928,https://g17.dhi-roma.it/resources/event_25423,https://g17.dhi-roma.it/raw/element_293836,https://g17.dhi-roma.it/raw/element_293841,Julius Cima,Francisci Cima,Cima,Cima,providee,current possessor,1.0,https://g17.dhi-roma.it/resources/institution_320,Lauretana,"act of grace,apostolic provision,papal grace,Reservation of a pension,church,Church institutions",1623-01-18,0.5,0.5,143,significant
11766,https://g17.dhi-roma.it/resources/event_10823,https://g17.dhi-roma.it/raw/element_152693,https://g17.dhi-roma.it/raw/element_152686,Heraldi Dalmays,Franciscus Dalmays,Dalmays,Dalmays,former possessor,providee,1.0,https://g17.dhi-roma.it/resources/institution_513,Sancti Flori,"act of grace,apostolic provision,papal grace,death of previous holder,Personal reason,rectorship of a prior,Office in a monastery,church,Church institutions",1678-04-02,0.5,0.5,127,significant
