,event_id,person1_id,person2_id,person1_span_text,person2_span_text,extracted_name1,extracted_name2,person1_role,person2_role,ratio_score,diocese_id,diocese_name,type_labels,date,confidence,combined_score,name_frequency,likelihood
6235,https://g17.dhi-roma.it/resources/event_3298,,,Ambrosius Albus,Augni Comparati,Albus,Comparati,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_35,Albinganensis,"apostolic provision,papal grace,Referral to a higher authority,death of previous holder,church,Collegiate church",1677-11-15,0.5,0.0,236,typical
6234,https://g17.dhi-roma.it/resources/event_8301,,,Mathei Cance,Petrus de Barrel,Cance,Barrel,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_25,Agathensis,"apostolic provision,papal grace,church,Holder of a benefice",1677-10-23,0.5,0.0,194,typical
6233,https://g17.dhi-roma.it/resources/event_1277,,,Joannis Renill,Michael Balle,Renill,Balle,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_234,Dertusensis,"apostolic provision,papal grace,death of previous holder,Parish Church,church,Holder of a benefice",1622-11-26,0.5,0.0,122,typical
6232,https://g17.dhi-roma.it/resources/event_2646,,,Jacobi Robin seu ex pesona Joannis Saicher,Andreas Ludovicus Victon,Saicher,Victon,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_589,Turonensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church,Collegiate church",1678-08-09,0.5,0.0,140,typical
6579,https://g17.dhi-roma.it/resources/event_8340,,,Gregorii Dumas,Laurentius Pradelai seu Pradelas,Dumas,Pradelas,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,"apostolic provision,papal grace,church,Holder of a benefice",1677-10-23,0.5,0.0,86,typical
6209,https://g17.dhi-roma.it/resources/event_9050,,,Julianus Remon,Jois Fougerey,Remon,Fougerey,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_589,Turonensis,"apostolic provision,papal grace",1677-12-26,0.5,0.0,149,typical
6208,https://g17.dhi-roma.it/resources/event_7516,,,Didacus Ruiz,Tirsi de Valdes,Ruiz,Valdes,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_435,Ovetensis,"apostolic provision,papal grace,death of previous holder,church",1623-01-30,0.5,0.0,78,typical
6177,https://g17.dhi-roma.it/resources/event_732,,,Emanuel Vaille,Benedicti Rodrigues,Vaille,Rodrigues,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_86,Auriensis,"Resignation,apostolic provision,papal grace,Rectorship,Parish Church,church",1678-09-16,0.5,0.0,322,typical
6586,https://g17.dhi-roma.it/resources/event_640,,,Joannes Petrus Pedaccius,Marci Antonii de Abbatibus,Pedaccius,Abbatibus,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_681,San Severino,"apostolic provision,papal grace,death of previous holder,Prebendary,church,Canonship,Canonship and prebend",1622-09-23,0.5,0.0,173,typical
6185,https://g17.dhi-roma.it/resources/event_6930,,,Luca Nicolai,Franciscus Ferroni,Nicolai,Ferroni,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_262,Florentina,"apostolic provision,papal grace,death of previous holder,Parish Church,church",,0.5,0.0,100,typical
6184,https://g17.dhi-roma.it/resources/event_5011,,,Jacobus dela Goree,ultimi possessoris,Goree,Possessoris,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_411,Nemausensis,"apostolic provision,papal grace,death of previous holder,Prior",,0.5,0.0,125,typical
6183,https://g17.dhi-roma.it/resources/event_9233,,,Stephanus Chenault,cognominati Combreau,Chenault,Combreau,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_647,Xanctonensis,"apostolic provision,papal grace,Rectorship",,0.5,0.0,62,typical
6182,https://g17.dhi-roma.it/resources/event_6037,,,Hieronimi Silvani,Eusebius Lazarus,Silvani,Lazarus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_191,Civitatis Plebis,"apostolic provision,papal grace,death of previous holder,Prebendary,church,Canonship,Canonship and prebend",1622-07-15,0.5,0.0,112,typical
6181,https://g17.dhi-roma.it/resources/event_7534,,,Troili Adelasii,Faustus Polo,Adelasii,Polo,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_541,Spoletana,"apostolic provision,papal grace,death of previous holder,Canonship and prebend",1623-02-03,0.5,0.0,140,typical
6180,https://g17.dhi-roma.it/resources/event_8695,,,Ioannis Baptiste,Stephanus Bouyer,Baptiste,Bouyer,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_638,Vivariensis,"Resignation,apostolic provision,papal grace,Rectorship,Curate",1677-12-04,0.5,0.0,98,typical
6179,https://g17.dhi-roma.it/resources/event_8059,,,cognominati Chouet,Nicolaus David,Chouet,David,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_532,Senonensis,"apostolic provision,papal grace,death of previous holder,Prior,Order of Saint Anthony",,0.5,0.0,163,typical
6178,https://g17.dhi-roma.it/resources/event_5866,,,Philippus Fernandes Mantilla,Antonii Perez,Mantilla,Perez,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_345,Lucensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1622-05-09,0.5,0.0,172,typical
6176,https://g17.dhi-roma.it/resources/event_9305,,,Egidius Enguehard,supra Jacobi Rougeville,Enguehard,Rougeville,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_495,Rothomagensis,"Replacement,apostolic provision,papal grace,Pastor,church",,0.5,0.0,56,typical
6188,https://g17.dhi-roma.it/resources/event_478,,,Petri Cabral,Ferdinandus Nunez,Cabral,Nunez,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_313,Lamacensis,"apostolic provision,papal grace,death of previous holder,Parish Church,church,Holder of a benefice",1622-09-12,0.5,0.0,182,typical
6175,https://g17.dhi-roma.it/resources/event_1355,,,Stephani de Floribus,Borromeus de Bartolis,Floribus,Bartolis,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_261,Firmana,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Parish Church,church,Holder of a benefice",1622-08-16,0.5,0.0,102,typical
6174,https://g17.dhi-roma.it/resources/event_2852,,,Nicolaus etiam della Manca,Josephus de Tricarico,Manca,Tricarico,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_114,Bituntina,"apostolic provision,papal grace,Unknown reason,Heir",1622-02-15,1.0,0.0,240,typical
6173,https://g17.dhi-roma.it/resources/event_5846,,,Nicolaus Zanascus,Ioannis Angeli Rotigni,Zanascus,Rotigni,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_625,Veronensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1622-06-17,0.5,0.0,71,typical
6172,https://g17.dhi-roma.it/resources/event_7260,,,Rocchus Barth. De Zoppis,Bartholomei Leonardi,Zoppis,Leonardi,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_421,Novariensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-08-26,0.5,0.0,24,typical
6171,https://g17.dhi-roma.it/resources/event_856,,,Thomas Adot,Sebastiani de Marianon,Adot,Marianon,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_605,Valentina,"apostolic provision,papal grace,death of previous holder,Rectorship,Parish Church,church",1622-11-21,0.5,0.0,99,typical
6170,https://g17.dhi-roma.it/resources/event_1906,,,Jacobi del Konorei,Suo Lesloe,Konorei,Lesloe,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_216,Corisopitensis,"apostolic provision,papal grace,death of previous holder,Rectorship,Parish Church,church",1678-03-08,0.5,0.0,20,typical
6169,https://g17.dhi-roma.it/resources/event_4608,,,Nicolaus Antonius Resfarinus,Iosephi Rahoni,Resfarinus,Rahoni,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_310,Juvenacensis,"apostolic provision,papal grace,death of previous holder,Heir",1623-01-30,0.5,0.0,262,typical
6168,https://g17.dhi-roma.it/resources/event_2419,,,Francisci Venturie,Monaldus Egidius,Venturie,Egidius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_76,Assisiensis,"apostolic provision,papal grace,death of previous holder",1623-01-21,0.5,0.0,104,typical
6167,https://g17.dhi-roma.it/resources/event_4180,,,Franciscus de Velascus,Blasii Sanchez,Velascus,Sanchez,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_78,Astoricensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-06-28,0.5,0.0,57,typical
6187,https://g17.dhi-roma.it/resources/event_8996,,,Unknown former possessor,Josephus de Goddes,Possessor,Goddes,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"Renewed provision,apostolic provision,papal grace,Without care of souls,Pastor,Holder of a benefice in a church",1677-12-12,0.5,0.0,672,typical
6189,https://g17.dhi-roma.it/resources/event_5456,,,Gundisalvi Martinez de Marcilla,Iosephus Peralta Fren,Marcilla,Fren,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_566,Tirasonensis,"apostolic provision,papal grace,death of previous holder,Prior,church,Collegiate church",1622-04-05,0.5,0.0,230,typical
6207,https://g17.dhi-roma.it/resources/event_7294,,,Marcus Sanchis,Josephi Cappelli,Sanchis,Cappelli,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_142,Caietana,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-09-27,0.5,0.0,203,typical
6197,https://g17.dhi-roma.it/resources/event_6213,,,Ioannis de la Sierra,Franciscus Viar,Sierra,Viar,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_140,Caesaraugustana,"apostolic provision,papal grace,death of previous holder,Holder of a benefice,Holder of a portion,Parish Church,church",1622-08-08,0.5,0.0,198,typical
6580,https://g17.dhi-roma.it/resources/event_533,,,Baptista a Valle,Julii Caroli,Valle,Caroli,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_254,Faventina,"apostolic provision,papal grace,death of previous holder",1622-05-17,0.5,0.0,257,typical
6205,https://g17.dhi-roma.it/resources/event_1310,,,Georgius Boncompagnus,Hieronimi Ricconeri,Boncompagnus,Ricconeri,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_69,Aretina,"apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-09-09,0.5,0.0,79,typical
6204,https://g17.dhi-roma.it/resources/event_8634,,,Joannis Breton,Gerardus Renate,Breton,Renate,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"apostolic provision,papal grace,Prior,Order of Saint Anthony,With care of souls",1677-12-02,0.5,0.0,162,typical
6203,https://g17.dhi-roma.it/resources/event_3802,,,Michaelis Planes,Petrus Riera,Planes,Riera,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_277,Gerundensis,"apostolic provision,papal grace,death of previous holder,Rectorship,Parish Church,church",1678-05-16,0.5,0.0,232,typical
6581,https://g17.dhi-roma.it/resources/event_2395,,,Michael Lingeus Campain,Livii Rotuli,Campain,Rotuli,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_16,Acernensis,"apostolic provision,papal grace,death of previous holder",1622-10-01,0.5,0.0,155,typical
6201,https://g17.dhi-roma.it/resources/event_4879,,,Hieronimus Paggius,Andrea Tucciani,Paggius,Tucciani,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_369,Mediolanensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1623-02-09,0.5,0.0,161,typical
6200,https://g17.dhi-roma.it/resources/event_5776,,,Angelus de Felice,Iospehi Colorta,Felice,Colorta,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_609,Valvensis,"apostolic provision,papal grace,death of previous holder,Archpriest,Rectorship",1622-06-13,0.5,0.0,61,typical
6199,https://g17.dhi-roma.it/resources/event_5360,,,Gregorius Pazaia de Pergamizzis,Ioannis Roleri,Pergamizzis,Roleri,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_460,Placentina provinciae Bononiensis,"apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-03-14,0.5,0.0,36,typical
6198,https://g17.dhi-roma.it/resources/event_9300,,,Unknown former possessor,Nicolaus Thomas,Possessor,Thomas,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_589,Turonensis,"Renewed provision,apostolic provision,papal grace,Without care of souls,church",1678-01-15,0.5,0.0,672,typical
6582,https://g17.dhi-roma.it/resources/event_4599,,,Colantonii Cartichio,Claudius Sfellanate,Cartichio,Sfellanate,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_156,Caputaquensis,"apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1623-01-30,0.5,0.0,111,typical
6190,https://g17.dhi-roma.it/resources/event_6345,,,Fabii Grisoni,Carolus Ceppa,Grisoni,Ceppa,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_304,Iserniensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Holder of a benefice in a church",,0.5,0.0,183,typical
6196,https://g17.dhi-roma.it/resources/event_4624,,,Ioannis Angeli Balestrerii,Stephanus Catalanus,Balestrerii,Catalanus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_338,Litterensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1623-02-01,0.5,0.0,85,typical
6583,https://g17.dhi-roma.it/resources/event_5965,,,Prichi Nuti,Magister Cinthius Accorambonus,Nuti,Accorambonus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_251,Eugubina,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Without care of souls,Abbot,church",1622-07-09,0.5,0.0,111,typical
6195,https://g17.dhi-roma.it/resources/event_1371,,,Joannis Baptistae Lambertenghis,Petrus Martire Lucinus,Lambertenghis,Lucinus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_1060,cumana,"apostolic provision,papal grace,death of previous holder,Pastor,church",1622-09-12,0.5,0.0,47,typical
6584,https://g17.dhi-roma.it/resources/event_4895,,,cognominati Pidux,Henricus Emanuel de Manjon seu de Manjin,Pidux,Manjin,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_348,Lucionensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior",1677-10-30,0.5,0.0,25,typical
6194,https://g17.dhi-roma.it/resources/event_525,,,Jacobi Alos,Joannes Gisquirol,Alos,Gisquirol,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_298,Illerdensis,"apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-09-12,0.5,0.0,250,typical
6193,https://g17.dhi-roma.it/resources/event_4971,,,Stephani du Flocquet,Jacobus Vincentius Milangel,Flocquet,Milangel,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_192,Claromontensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church,Collegiate church",1677-12-02,0.5,0.0,62,typical
6192,https://g17.dhi-roma.it/resources/event_6147,,,Ioannis Baptista Bonetti,Bernardinus Castellanus,Bonetti,Castellanus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_1018,Casalensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Canonship and prebend",,0.5,0.0,163,typical
6585,https://g17.dhi-roma.it/resources/event_6645,,,Franciscus de Camps,illius ultimi possessoris,Camps,Possessoris,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_111,Bisuntina,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior",1678-06-18,0.5,0.0,102,typical
6191,https://g17.dhi-roma.it/resources/event_6010,,,Benedictus Sanchez de Grado,Francisci Perez Talaneta,Grado,Talaneta,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_1096,nullius dioc prov. ispalensis,"apostolic provision,papal grace,death of previous holder,Pastor,Parish Church,church",1622-06-25,0.5,0.0,187,typical
6248,https://g17.dhi-roma.it/resources/event_9376,,,Claudius Therriat,Jois Dabadie,Therriat,Dabadie,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_81,Aturensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Dean",1678-01-23,0.5,0.0,70,typical
6249,https://g17.dhi-roma.it/resources/event_1366,,,Joannis Thomae Guidi,Carolus Riccius,Guidi,Riccius,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_286,Gravinensis,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church",1622-09-12,0.5,0.0,112,typical
6567,https://g17.dhi-roma.it/resources/event_9333,,,Bernardi Chambert,Joannes Dupred,Chambert,Dupred,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_139,Cadurcensis,"apostolic provision,papal grace,church,Parish and collegiate church,Canonship and prebend",1678-01-15,0.5,0.0,144,typical
6300,https://g17.dhi-roma.it/resources/event_2261,,,Paulus Daguindeau,Stephani de Gastaignalde Pensionarii,Daguindeau,Pensionarii,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_589,Turonensis,"apostolic provision,papal grace,Cancellation of a pension,Canonship and prebend,church",1678-06-02,0.5,0.0,74,typical
6309,https://g17.dhi-roma.it/resources/event_568,,,Dortius Tapine,Franciscus Iosephus de Cumica,Tapine,Cumica,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_78,Astoricensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-12-09,0.5,0.0,104,typical
6308,https://g17.dhi-roma.it/resources/event_568,,,Dortius Tapine,Hieronimi Rondoni,Tapine,Rondoni,former possessor,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_78,Astoricensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-12-09,0.5,0.0,104,typical
6307,https://g17.dhi-roma.it/resources/event_239,,,Joannes Sabbatus Januattasius,Marcelli Pizza,Januattasius,Pizza,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_504,Salernitana,"apostolic provision,papal grace,death of previous holder,Without care of souls",1622-12-05,0.5,0.0,63,typical
6306,https://g17.dhi-roma.it/resources/event_7790,,,Ioannis Divici Angelani,Ioannes Zittus,Angelani,Zittus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_542,Squillacensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,Without care of souls,Holder of a benefice,Holder of a portion,Holder of a benefice in a church",,0.5,0.0,189,typical
6305,https://g17.dhi-roma.it/resources/event_7476,,,Joannis Beranda,Joannes de Richon,Beranda,Richon,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_670,Vasatensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior",1678-08-12,0.5,0.0,287,typical
6304,https://g17.dhi-roma.it/resources/event_815,,,Jacobi Coleri,Lazarus Ranema,Coleri,Ranema,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_350,Lunensarzanen,"apostolic provision,papal grace,death of previous holder,Rectorship,Parish Church,church",1622-10-27,0.5,0.0,276,typical
6303,https://g17.dhi-roma.it/resources/event_5019,,,ultimis possessoris,Joannes Becaulepe,Possessoris,Becaulepe,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_348,Lucionensis,"apostolic provision,papal grace,death of previous holder,Monastery,Order of Saint Benedict,Sacristan",1678-01-02,0.5,0.0,678,typical
6302,https://g17.dhi-roma.it/resources/event_3964,,,Franciscus Cervera,Hieronimi de Caportella,Cervera,Caportella,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_555,Tarraconensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1622-09-05,0.5,0.0,166,typical
6301,https://g17.dhi-roma.it/resources/event_5738,,,Henricus Fisen,Ionate Wofir,Fisen,Wofir,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,"apostolic provision,papal grace,death of previous holder,church,Parish Church,Holder of a benefice",1622-06-23,0.5,0.0,45,typical
6299,https://g17.dhi-roma.it/resources/event_4904,,,Nicolaus Houdry,Nicolai de Sardin,Houdry,Sardin,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_370,Meldensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1677-11-07,0.5,0.0,38,typical
6550,https://g17.dhi-roma.it/resources/event_5028,,,Julianus Berard,Joannis Bastide,Berard,Bastide,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_115,Bituricensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Pastor,Parish Church,church",1678-01-02,0.5,0.0,241,typical
6298,https://g17.dhi-roma.it/resources/event_6850,,,Joannesangelus Mellerinus,Joannis Baptistae Agazini,Mellerinus,Agazini,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_421,Novariensis,"apostolic provision,papal grace,death of previous holder,Rectorship",1678-05-06,0.5,0.0,188,typical
6297,https://g17.dhi-roma.it/resources/event_2279,,,Caroli Morel,Carolus Le Bosseur seu Schasseur,Morel,Schasseur,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_547,Suessionensis,"apostolic provision,papal grace,Canonship and prebend,church",1677-10-08,0.5,0.0,201,typical
6296,https://g17.dhi-roma.it/resources/event_2094,,,Guillelmi Jeaussreau,Joannis iacobi de Beleasta de St Andre Pensionarii,Jeaussreau,Pensionarii,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_139,Cadurcensis,"apostolic provision,papal grace,Cancellation of a pension,Rectorship",1678-07-02,0.5,0.0,38,typical
6295,https://g17.dhi-roma.it/resources/event_6635,,,Martinus Castres,Joannis Azrmav,Castres,Azrmav,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_34,Albiensis,"apostolic provision,papal grace,death of previous holder,Rectorship",,0.5,0.0,282,typical
6294,https://g17.dhi-roma.it/resources/event_5519,,,ultimi possessoris,Thomas de Federicis,Possessoris,Federicis,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_609,Valvensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Canonship and prebend,Holder of a benefice in a church,Holder of a benefice",1622-04-15,0.5,0.0,678,typical
6551,https://g17.dhi-roma.it/resources/event_1996,,,Joannis Riviere Pensionarii,Petrus Riviere,Pensionarii,Riviere,current possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_327,Lemovicensis,"apostolic provision,papal grace,Reduction of a pension,Rectorship,Parish Church,church",1678-04-20,0.5,0.0,105,typical
6292,https://g17.dhi-roma.it/resources/event_5519,,,Thomas de Federicis,ultimi possessoris,Federicis,Possessoris,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_609,Valvensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Canonship and prebend,Holder of a benefice in a church,Holder of a benefice",1622-04-15,0.5,0.0,55,typical
6291,https://g17.dhi-roma.it/resources/event_5519,,,ultimi possessoris,Thomas de Federicis,Possessoris,Federicis,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_609,Valvensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Canonship and prebend,Holder of a benefice in a church,Holder of a benefice",1622-04-15,0.5,0.0,678,typical
6552,https://g17.dhi-roma.it/resources/event_5900,,,Thomas Ceccharillus,Francisci Antonii Fricciaroli,Ceccharillus,Fricciaroli,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_267,Frequentina,"apostolic provision,papal grace,death of previous holder,Canonship and prebend,church",1622-06-23,0.5,0.0,116,typical
6310,https://g17.dhi-roma.it/resources/event_568,,,Hieronimi Rondoni,Franciscus Iosephus de Cumica,Rondoni,Cumica,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_78,Astoricensis,"deceased in Rome,apostolic provision,papal grace,death of previous holder,church,Holder of a benefice",1622-12-09,0.5,0.0,89,typical
6549,https://g17.dhi-roma.it/resources/event_4228,,,Antonii de Valenquela,Dominicus Rodriguez,Valenquela,Rodriguez,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_503,Salamantina,"apostolic provision,papal grace,death of previous holder,Parish Church,church",1622-04-12,0.5,0.0,45,typical
6288,https://g17.dhi-roma.it/resources/event_9273,,,Petri Deschamps,Petrus Nival,Deschamps,Nival,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_497,Rupellensis,"apostolic provision,papal grace,Rectorship",1678-01-15,0.5,0.0,35,typical
6322,https://g17.dhi-roma.it/resources/event_5832,,,Ioannes Baptista de Aragnionis,Mariani Lupi,Aragnionis,Lupi,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_287,Grossetana,"apostolic provision,papal grace,death of previous holder,Pastor,church",1622-06-17,0.5,0.0,201,typical
6330,https://g17.dhi-roma.it/resources/event_6214,,,Henricus Godefuddi,Walteri Vandem,Godefuddi,Vandem,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_328,Leodiensis,"apostolic provision,papal grace,death of previous holder,Holder of a benefice",1622-08-08,0.5,0.0,9,typical
6329,https://g17.dhi-roma.it/resources/event_8875,,,Ludovicus Boyles,ultimi possessoris,Boyles,Possessoris,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_50,Andegavensis,"Placing a commenda,apostolic provision,papal grace,death of previous holder,Prior,Order of Saint Benedict,With care of souls",1677-12-12,0.5,0.0,84,typical
6328,https://g17.dhi-roma.it/resources/event_3864,,,Hieronimi Strabal,Gaspare Fone,Strabal,Fone,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_99,Barchinonensis,"apostolic provision,papal grace,death of previous holder,Parish Church,church,Holder of a benefice",1622-05-13,0.5,0.0,67,typical
6327,https://g17.dhi-roma.it/resources/event_7181,,,cog.ti Pierotti,Petrus Sanctus Angelinus,Pierotti,Angelinus,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_149,Camerinensis,"apostolic provision,papal grace,death of previous holder,Canonship,Canonship and prebend",,0.5,0.0,127,typical
6326,https://g17.dhi-roma.it/resources/event_689,,,Ludovici Perez de Aguilar,Ludovicus Sanchez seu Sanches,Aguilar,Sanches,current possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_461,Placentina provinciae Compostellanae,"apostolic provision,papal grace,Restoration,Rectorship,Parish Church,church",1678-07-28,0.5,0.0,130,typical
6325,https://g17.dhi-roma.it/resources/event_6605,,,Ludovici de Montliaud,Henricus Asse,Montliaud,Asse,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_115,Bituricensis,"apostolic provision,papal grace,death of previous holder,Without care of souls,Pastor,church,Curate,Holder of a benefice",1678-04-15,0.5,0.0,80,typical
6324,https://g17.dhi-roma.it/resources/event_8755,,,Gaspardus Daucery,Martini Raze,Daucery,Raze,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_236,Dolensis,"Resignation,apostolic provision,papal grace",1677-11-20,0.5,0.0,63,typical
6323,https://g17.dhi-roma.it/resources/event_352,,,Abundii Arrigoni,Bartholomeus Carrarci,Arrigoni,Carrarci,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_108,Bergomensis,"apostolic provision,papal grace,death of previous holder,church,Holder of a benefice,Holder of a clerical benefice",1622-12-22,0.5,0.0,180,typical
6544,https://g17.dhi-roma.it/resources/event_9001,,,Unknown former possessor,Oudardus Ohier,Possessor,Ohier,former possessor,providee,0.0,https://g17.dhi-roma.it/resources/institution_119,Boloniensis,"Renewed provision,apostolic provision,papal grace,Vacant for an indefinite period",1677-12-12,0.5,0.0,672,typical
6321,https://g17.dhi-roma.it/resources/event_3243,,,Mathias Pesce,Laurentii Benini,Pesce,Benini,providee,former possessor,0.0,https://g17.dhi-roma.it/resources/institution_715,Fesulana,"apostolic provision,papal grace,death of previous holder,Prior,Parish Church,church",,0.5,0.0,108,typical
